,DATA,TIPO,AREA,EMPRESA,LINHA,"PASSAGEIROS PAGANTES EM DINHEIRO

(A)","PASSAGEIROS PAGANTES BILHETE ÚNICO COMUM

(B)","PASSAGEIROS PAGANTES BILHETE ÚNICO COMUM MENSAL

(C)","PASSAGEIROS PAGANTES BILHETE ÚNICO ESTUDANTE

(D) ","PASSAGEIROS PAGANTES BILHETE ÚNICO ESTUDANTE MENSAL

(E) ","PASSAGEIROS PAGANTES BILHETE ÚNICO VALE TRANSPORTE

(F)","PASSAGEIROS PAGANTES BILHETE ÚNICO VALE TRANSPORTE MENSAL

(G)","PASSAGEIROS PAGANTES INTEGRAÇÕES METRÔ E CPTM

(H)","PASSAGEIROS PAGANTES INTEGRAÇÕES METRÔ E CPTM MENSAL

(I)","PASSAGEIROS PAGANTES

(J) = (A+B+C+D+E+F+G+H+I)","PASSAGEIROS INTEGRAÇÕES ÔNIBUS -> ÔNIBUS

(K)","PASSAGEIROS COM GRATUIDADE

(L)","TOTAL PASSAGEIROS TRANSPORTADOS

(M) = (J + K + L)"
937,2014-12-31,PERMISSAO,AREA 6,COOPERPAM,606310 - JD VARGINHA/TERM VARGINHA,443,2314,62,101,2,1493,5,3,1,4425,3309,826,8560
938,2014-12-31,PERMISSAO,AREA 6,COOPERPAM,606321 - JD NOVO HORIZONTE/TER VARGINHA,32,258,2,14,0,181,0,0,0,487,339,83,909
939,2014-12-31,PERMISSAO,AREA 6,COOPERPAM,606341 - JD VARGINHA/TERM VARGINHA,159,1063,36,58,2,726,3,0,3,2050,1584,369,4003
940,2014-12-31,PERMISSAO,AREA 6,COOPERPAM,606342 - CHACARA STO AMARO/TER VARGINHA,121,450,4,12,1,227,0,1,1,817,456,209,1482
941,2014-12-31,PERMISSAO,AREA 6,COOPERPAM,606910 - JD SAO BERNARDO/SANTO AMARO,465,1134,43,115,0,972,3,25,2,2759,2105,937,5801
942,2014-12-31,PERMISSAO,AREA 6,COOPERPAM,607110 - JD ORION/TERM SANTO AMARO,371,676,23,67,0,733,0,122,1,1993,858,577,3428
943,2014-12-31,PERMISSAO,AREA 6,COOPERPAM,607210 - JD SAO NICOLAU/TERM. VARGINHA,474,2147,95,136,4,1276,5,4,4,4145,3279,767,8191
944,2014-12-31,PERMISSAO,AREA 6,COOPERPAM,607223 - TERM VARGINHA/BALNEARIO S JOSE,29,126,5,13,0,99,0,0,0,272,180,68,520
945,2014-12-31,PERMISSAO,AREA 6,COOPERPAM,607310 - JD SANTA TEREZINHA/TERM VARGIN,368,1017,22,105,0,657,0,1,3,2173,1655,453,4281
946,2014-12-31,PERMISSAO,AREA 6,COOPERPAM,607410 - JD GAIVOTAS/EST JURUBATUBA,816,1580,52,115,1,1365,4,244,1,4178,2102,848,7128
947,2014-12-31,PERMISSAO,AREA 6,COOPERPAM,607510 - JD REC CAMPO BELO/T VARGINHA,100,502,17,37,0,324,0,0,1,981,782,190,1953
948,2014-12-31,PERMISSAO,AREA 6,COOPERPAM,607521 - JD ARUAN / TERM VARGINHA,156,657,22,37,0,425,1,0,0,1298,810,225,2333
949,2014-12-31,PERMISSAO,AREA 6,COOPERPAM,607610 - JD PROGRESSO/TERM STO AMARO,368,1003,29,90,1,780,3,220,3,2497,1539,803,4839
950,2014-12-31,PERMISSAO,AREA 6,COOPERPAM,607641 - JD SATELITE II/TERM STO AMARO,90,155,9,14,0,140,0,29,1,438,234,124,796
951,2014-12-31,PERMISSAO,AREA 6,COOPERPAM,607810 - CANTINHO DO CEU/SHOP INTERLAGO,1142,2466,99,165,1,2228,12,34,3,6150,4032,1075,11257
952,2014-12-31,PERMISSAO,AREA 6,COOPERPAM,608010 - JD LUCELIA/SHOP INTERLAGOS,616,1324,54,89,0,1301,4,24,2,3414,2404,921,6739
953,2014-12-31,PERMISSAO,AREA 6,COOPERPAM,608310 - TERM GRAJAU/JD ELIANA,358,704,23,44,0,691,0,523,5,2348,1312,483,4143
954,2014-12-31,PERMISSAO,AREA 6,COOPERPAM,608410 - JD CHACARA DO SOL/TERM VARGINH,301,1351,39,74,4,975,0,1,0,2745,1912,721,5378
955,2014-12-31,PERMISSAO,AREA 6,COOPERPAM,609210 - JD DAS PEDRAS/TERM GRAJAU,225,766,17,43,0,541,1,384,0,1977,862,307,3146
956,2014-12-31,PERMISSAO,AREA 6,COOPERPAM,609310 - VARGEM GRANDE/TERM VARGINHA,1206,2602,67,155,2,2207,2,1551,2,7794,3820,1188,12802
957,2014-12-31,PERMISSAO,AREA 6,COOPERPAM,611010 - CONJ HAB PALMARES/CHAC MONTE A,777,1961,56,141,2,2053,3,3,0,4996,3957,1102,10055
958,2014-12-31,PERMISSAO,AREA 6,COOPERPAM,611510 - CANTINHO DO CEU/TERM GRAJAU,737,1945,69,124,3,1724,4,928,0,5534,2481,878,8893
959,2014-12-31,PERMISSAO,AREA 6,COOPERPAM,611610 - JD PRAINHA/TERM GRAJAU,584,1864,52,107,0,1357,6,471,1,4442,1941,766,7149
960,2014-12-31,PERMISSAO,AREA 6,COOPERPAM,611810 - JD ICARAI/SANTO AMARO,401,973,23,79,1,838,2,32,0,2349,1289,792,4430
961,2014-12-31,PERMISSAO,AREA 6,COOPERPAM,612010 - JD LUCELIA/TERM GRAJAU,443,1290,42,88,0,1092,2,615,5,3577,1634,762,5973
962,2014-12-31,PERMISSAO,AREA 6,COOPERPAM,672610 - JD GAIVOTA/METRO ANA ROSA,1146,2917,69,162,2,2455,4,993,2,7750,3631,1280,12661
963,2014-12-31,PERMISSAO,AREA 7,COOPERPAM,600810 - JD PLANALTO/SANTO AMARO,724,1717,59,123,1,1622,6,135,2,4389,2783,933,8105
964,2014-12-31,PERMISSAO,AREA 7,COOPERPAM,601010 - JD SAO LUIZ/SANTO AMARO,854,1727,87,124,4,1608,1,179,1,4585,2217,1362,8164
965,2014-12-31,PERMISSAO,AREA 7,COOPERPAM,601210 - JD ANGELA/SANTO AMARO,408,1048,38,85,1,908,0,35,0,2523,1965,608,5096
966,2014-12-31,PERMISSAO,AREA 7,COOPERPAM,601231 - PQ INDEPENDENCIA/JD ANGELA,20,62,4,5,1,54,0,0,0,146,140,36,322
967,2014-12-31,PERMISSAO,AREA 7,COOPERPAM,601510 - VILA CALU/SANTO AMARO,601,1999,39,124,0,1544,2,54,1,4364,3312,734,8410
968,2014-12-31,PERMISSAO,AREA 7,COOPERPAM,601710 - JD NAKAMURA/SANTO AMARO,764,1761,54,126,3,1429,2,81,0,4220,2996,1026,8242
969,2014-12-31,PERMISSAO,AREA 7,COOPERPAM,602210 - PQ CEREJEIRA/SANTO AMARO,289,671,31,53,2,623,3,23,0,1695,1386,370,3451
970,2014-12-31,PERMISSAO,AREA 7,COOPERPAM,602510 - JD GUARUJA/SANTO AMARO,341,801,38,59,1,795,4,11,1,2051,1066,505,3622
971,2014-12-31,PERMISSAO,AREA 7,COOPERPAM,602810 - RIVIERA/SANTO AMARO,696,1382,50,106,1,1060,0,118,2,3415,2145,801,6361
972,2014-12-31,PERMISSAO,AREA 7,COOPERPAM,603510 - JD GILDA/SANTO AMARO,680,1973,57,135,3,1433,3,63,1,4348,3303,678,8329
973,2014-12-31,PERMISSAO,AREA 7,COOPERPAM,603521 - V GILDA/TERM GUARAPIRANGA,10,0,0,0,0,0,0,0,0,10,0,0,10
974,2014-12-31,PERMISSAO,AREA 7,COOPERPAM,603610 - JD MACEDONIA/SANTO AMARO,573,1282,34,92,2,1194,2,202,1,3382,1593,378,5353
975,2014-12-31,PERMISSAO,AREA 7,COOPERPAM,603710 - JD MITSUTANI/SANTO AMARO,443,1011,26,69,0,1010,0,254,2,2815,1675,333,4823
976,2014-12-31,PERMISSAO,AREA 7,COOPERPAM,603810 - JD DAS ROSAS/SANTO AMARO,899,2012,57,122,6,2088,3,415,2,5605,2946,804,9355
977,2014-12-31,PERMISSAO,AREA 7,COOPERPAM,603910 - VALO VELHO/SANTO AMARO,865,1645,79,118,4,1937,1,307,0,4957,3595,907,9459
978,2014-12-31,PERMISSAO,AREA 7,COOPERPAM,604110 - JD JANGADEIRO/SANTO AMARO,641,1961,67,126,2,2105,5,318,1,5227,3052,811,9090
979,2014-12-31,PERMISSAO,AREA 7,COOPERPAM,604210 - JD TRES ESTRELAS/SANTO AMARO,339,786,23,78,0,817,0,190,1,2234,1780,489,4503
980,2014-12-31,PERMISSAO,AREA 7,COOPERPAM,604221 - JD SONIA/INGA,90,187,9,13,0,203,2,40,0,544,382,125,1051
981,2014-12-31,PERMISSAO,AREA 7,COOPERPAM,604310 - JD CAPELINHA/SANTO AMARO,303,806,23,54,2,791,0,41,0,2020,1341,492,3853
982,2014-12-31,PERMISSAO,AREA 7,COOPERPAM,604410 - JD STO EDUARDO/SANTO AMARO,676,1582,51,123,1,1780,6,218,0,4437,2847,670,7954
983,2014-12-31,PERMISSAO,AREA 7,COOPERPAM,604510 - VALO VELHO/SANTO AMARO,1143,1964,57,146,2,1965,4,264,2,5549,3035,1075,9659
984,2014-12-31,PERMISSAO,AREA 7,COOPERPAM,604610 - JD SAO BENTO NOVO/SANTO AMARO,361,736,43,54,1,914,0,205,2,2316,1452,429,4197
985,2014-12-31,PERMISSAO,AREA 7,COOPERPAM,604710 - JD LIDIA/SANTO AMARO,514,1214,38,83,1,1475,3,17,3,3348,1586,706,5640
986,2014-12-31,PERMISSAO,AREA 7,COOPERPAM,605910 - JD UNIVERSAL/SANTO AMARO,302,856,29,74,2,1145,1,9,4,2422,1390,650,4462
987,2014-12-31,PERMISSAO,AREA 7,COOPERPAM,625810 - JD SAO FRANCISCO/CHAC STO ANTO,380,1194,34,82,3,1002,0,83,2,2780,1568,539,4887
988,2014-12-31,PERMISSAO,AREA 7,COOPERPAM,677Y10 - JD GUARUJA/VILA GUARANI,560,1120,51,77,3,1706,1,131,1,3651,2296,607,6554
989,2014-12-31,PERMISSAO,AREA 7,COOPERPAM,681210 - JD CAPELA/SANTO AMARO,344,704,32,40,1,633,3,29,0,1786,1219,418,3423
990,2014-12-31,PERMISSAO,AREA 7,COOPERPAM,700510 - JD VERA CRUZ/JD ANGELA,95,340,11,42,0,286,4,3,0,781,519,148,1448
991,2014-12-31,PERMISSAO,AREA 7,COOPERPAM,700551 - JD VERA CRUZ/M CAPAO REDONDO,704,1986,63,147,0,1668,10,455,1,5034,3331,757,9122
992,2014-12-31,PERMISSAO,AREA 7,COOPERPAM,700610 - JD HORIZONTE AZUL/JD ANGELA,407,1042,31,79,2,881,3,3,2,2450,1894,426,4770
993,2014-12-31,PERMISSAO,AREA 7,COOPERPAM,700641 - JD HORIZONTE AZUL/JD ANGELA,452,1538,46,110,0,1213,3,4,3,3370,2749,533,6652
994,2014-12-31,PERMISSAO,AREA 7,COOPERPAM,700651 - JD HORIZON AZUL/M CAPAO REDON ,564,1711,47,102,2,1491,5,378,0,4300,2471,620,7391
995,2014-12-31,PERMISSAO,AREA 7,COOPERPAM,700910 - JD SAO LOURENÇO/JD ANGELA,101,340,22,36,1,279,0,1,1,781,677,213,1671
996,2014-12-31,PERMISSAO,AREA 7,COOPERPAM,701110 - JD DOS REIS/JD ANGELA,283,1176,37,73,1,838,1,1,1,2411,1470,372,4253
997,2014-12-31,PERMISSAO,AREA 7,COOPERPAM,701131 - JD DOS REIS/JD ANGELA,207,711,22,44,1,578,0,3,0,1566,928,235,2729
998,2014-12-31,PERMISSAO,AREA 7,COOPERPAM,701210 - PQ DO LAGO/TERM GUARAPIRANGA,441,1112,23,96,0,837,0,0,0,2509,2022,676,5207
999,2014-12-31,PERMISSAO,AREA 7,COOPERPAM,704910 - PARQUE DO LAGO/T CAMPO LIMPO,647,1676,56,98,0,1290,4,6,1,3778,2409,556,6743
1000,2014-12-31,PERMISSAO,AREA 7,COOPERPAM,705110 - JD ROSANA/TERM CAMPO LIMPO,244,735,19,30,0,577,5,2,1,1613,979,231,2823
1001,2014-12-31,PERMISSAO,AREA 7,COOPERPAM,705210 - JD HELGA/TERM CAMPO LIMPO,249,698,18,37,0,504,0,7,0,1513,1087,304,2904
1002,2014-12-31,PERMISSAO,AREA 7,COOPERPAM,705310 - JD MACEDONIA/TERM CAMPO LIMPO,480,1479,47,72,1,1275,8,4,0,3367,2376,509,6252
1003,2014-12-31,PERMISSAO,AREA 7,COOPERPAM,705321 - JD MARIA SAMPAIO/T CAMPO LIMPO,189,535,11,26,0,368,6,4,0,1139,919,143,2201
1004,2014-12-31,PERMISSAO,AREA 7,COOPERPAM,705322 - JD MARIA SAMPAIO/T CAMPO LIMPO,105,203,6,12,0,188,0,1,0,515,361,49,925
1005,2014-12-31,PERMISSAO,AREA 7,COOPERPAM,705410 - JD MACEDONIA/TERM CAMPO LIMPO,173,478,16,25,0,404,0,2,0,1098,747,124,1969
1006,2014-12-31,PERMISSAO,AREA 7,COOPERPAM,705510 - JD GUARUJA/TERM CAMPO LIMPO,630,1406,39,83,1,1347,1,215,1,3723,2070,643,6436
1007,2014-12-31,PERMISSAO,AREA 7,COOPERPAM,705710 - JD MITSUTANI/TERM CAMPO LIMPO,113,324,9,16,0,338,1,2,0,803,357,136,1296
1008,2014-12-31,PERMISSAO,AREA 7,COOPERPAM,705810 - JD MITSUTANI/TERM CAMPO LIMPO,87,311,11,15,0,260,1,2,0,687,543,106,1336
1009,2014-12-31,PERMISSAO,AREA 7,COOPERPAM,706210 - INOCOOP C LIMPO/T CAMPO LIMPO,212,506,18,25,1,373,2,5,0,1142,870,204,2216
1010,2014-12-31,PERMISSAO,AREA 7,COOPERPAM,706231 - CAMPO LIMPO/TERM CAMPO LIMPO,96,308,6,21,1,218,1,2,1,654,498,161,1313
1011,2014-12-31,PERMISSAO,AREA 7,COOPERPAM,706241 - METRO CAMPO LIMPO/HORTO DO YPE,2,0,2,0,0,0,0,0,0,4,30,0,34
1012,2014-12-31,PERMISSAO,AREA 7,COOPERPAM,706310 - JD MACEDONIA/TERM CAMPO LIMPO,352,935,27,44,1,762,2,2,1,2126,1298,237,3661
1013,2014-12-31,PERMISSAO,AREA 7,COOPERPAM,708210 - TERM JD ANGELA/JD HORIZ AZUL,8,29,2,0,0,39,0,0,0,78,116,8,202
1014,2014-12-31,PERMISSAO,AREA 7,COOPERPAM,708310 - TERM JD ANGELA/PARQUE DO LAGO,29,69,5,5,1,69,0,0,0,178,136,30,344
1015,2014-12-31,PERMISSAO,AREA 7,COOPERPAM,708410 - TERM GUARAPIRANGA/PARQ DO LAGO,5,15,0,0,0,18,0,0,1,39,77,7,123
1016,2014-12-31,PERMISSAO,AREA 7,COOPERPAM,708510 - TERM CAPELINHA/JD UNIVERSAL,6,5,0,1,0,1,0,0,0,13,23,5,41
1017,2014-12-31,PERMISSAO,AREA 7,COOPERPAM,708610 - TERM JD ANGELA/JD RIVIERA,4,18,3,4,0,22,0,0,0,51,74,3,128
1018,2014-12-31,PERMISSAO,AREA 8,COOPERALFA,700210 - JD ROSA MARIA/HOSP CLINICAS,1020,1315,31,118,1,1342,5,311,4,4147,1622,453,6222
1019,2014-12-31,PERMISSAO,AREA 8,COOPERALFA,704010 - PARAISOPOLIS/PINHEIROS,767,1667,16,50,2,1574,0,532,0,4608,1825,250,6683
1020,2014-12-31,PERMISSAO,AREA 8,COOPERALFA,736G10 - JD INGA/BORBA GATO,170,537,16,40,2,711,3,110,0,1589,772,214,2575
1021,2014-12-31,PERMISSAO,AREA 8,COOPERALFA,736I10 - JD INGA/STO AMARO,431,1396,33,93,1,1167,3,242,1,3367,1632,572,5571
1022,2014-12-31,PERMISSAO,AREA 8,COOPERALFA,746C10 - JD TABOAO/STO AMARO,723,1133,36,35,0,1327,5,94,0,3353,2336,326,6015
1023,2014-12-31,PERMISSAO,AREA 8,COOPERALFA,746H10 - JD JAQUELINE/STO AMARO,1374,2605,38,104,1,2365,2,90,1,6580,3133,470,10183
1024,2014-12-31,PERMISSAO,AREA 8,COOPERALFA,802510 - JD ROSA MARIA/BUTANTA,275,361,7,32,0,279,0,113,1,1068,360,191,1619
1025,2014-12-31,PERMISSAO,AREA 8,COOPERALFA,802610 - JD INGA/BUTANTA,165,279,1,18,0,215,0,108,1,787,242,84,1113
1026,2014-12-31,PERMISSAO,AREA 8,COOPERALFA,803810 - JAGUARE/LAPA,1243,1153,11,83,1,1495,0,353,2,4341,1427,385,6153
1027,2014-12-31,PERMISSAO,AREA 8,UNICCOOPERS,641210 - PARAISOPOLIS/TERM PRINC ISABEL,386,707,16,34,0,760,5,59,0,1967,533,100,2600
1028,2014-12-31,PERMISSAO,AREA 8,UNICCOOPERS,683710 - JD DAS PALMAS-TERM CAPELINHA,501,1112,33,69,1,1014,2,103,0,2835,1723,554,5112
1029,2014-12-31,PERMISSAO,AREA 8,UNICCOOPERS,701310 - PQ ARARIBA/PINHEIROS,491,805,26,50,0,723,1,221,1,2318,1062,411,3791
1030,2014-12-31,PERMISSAO,AREA 8,UNICCOOPERS,745M10 - CAMPO LIMPO/SHOP SP MARKET,1313,2605,117,175,1,2539,14,227,3,6994,3656,1604,12254
1031,2014-12-31,PERMISSAO,AREA 8,UNICCOOPERS,745M21 - COHAB ADVENTISTA/CAMPO LIMPO,1,14,0,0,0,31,0,0,0,46,18,4,68
1032,2014-12-31,PERMISSAO,AREA 8,UNICCOOPERS,746F10 - JD PALMAS/STO AMARO,432,765,28,65,0,671,7,70,0,2038,1062,453,3553
1033,2014-12-31,PERMISSAO,AREA 8,UNICCOOPERS,746K10 - PARAISOPOLIS/BROOKLIN,291,670,5,30,0,677,1,6,1,1681,776,107,2564
1034,2014-12-31,PERMISSAO,AREA 8,UNICCOOPERS,746P10 - PARAISOPOLIS/STO AMARO,589,1345,15,53,1,1199,3,83,0,3288,1758,228,5274
1035,2014-12-31,PERMISSAO,AREA 8,UNICCOOPERS,746R10 - REAL PARQUE/STO AMARO,239,561,12,26,0,511,0,84,1,1434,1318,143,2895
1036,2014-12-31,PERMISSAO,AREA 8,UNICCOOPERS,746V10 - JD REBOUCAS/STO AMARO,421,582,21,45,3,580,2,58,1,1713,987,512,3212
1037,2014-12-31,PERMISSAO,AREA 8,UNICCOOPERS,756A10 - JD PAULO VI/STO AMARO,492,662,26,33,0,596,3,18,0,1830,794,273,2897
1038,2014-12-31,PERMISSAO,AREA 8,UNICCOOPERS,775F10 - JD DAS PALMAS/HOSP CLINICAS,937,1256,29,60,0,1441,7,242,1,3974,1613,337,5924
1039,2014-12-31,PERMISSAO,AREA 8,UNICCOOPERS,807M10 - T CAMPO LIMPO/SHOPPING MORUMBI,1464,2149,54,117,1,2045,8,51,2,5891,3039,532,9462
1040,2014-12-31,PERMISSAO,AREA 8,UNICCOOPERS,807P10 - PARAISOPOLIS/SANT0 AMARO,223,852,10,30,0,622,2,31,0,1770,939,127,2836
1041,2014-12-31,PERMISSAO,AREA 8,UNICCOOPERS,807210 - PQ IPE/BUTANTA,630,1084,40,97,1,950,5,504,0,3311,1274,411,4996
1042,2014-12-31,PERMISSAO,AREA 8,UNICCOOPERS,807310 - JD GUARAU/BUTANTA,324,365,11,49,0,386,0,164,0,1299,524,186,2009
1043,2014-12-31,PERMISSAO,AREA 8,UNICCOOPERS,807810 - JD DAS PALMAS/METRO CAMPO LIMP,54,118,4,15,0,94,0,6,0,291,135,41,467
1044,2014-12-31,PERMISSAO,AREA 8,UNICCOOPERS,809L10 - CAMPO LIMPO/LAPA,352,678,27,42,0,525,0,46,0,1671,1466,215,3352
1045,2014-12-31,PERMISSAO,AREA 8,UNICOOPERS,641810 - REAL PARQUE/TERM BANDEIRA,0,2,0,0,0,0,0,0,0,2,0,0,2
1046,2014-12-31,PERMISSAO,AREA 8,UNICOOPERS,756A10 - JD PAULO VI/STO AMARO,351,482,14,32,1,455,1,12,0,1348,626,184,2158
