,DATA,TIPO,AREA,EMPRESA,LINHA,"PASSAGEIROS PAGANTES EM DINHEIRO

(A)","PASSAGEIROS PAGANTES BILHETE ÚNICO COMUM

(B)","PASSAGEIROS PAGANTES BILHETE ÚNICO COMUM MENSAL

(C)","PASSAGEIROS PAGANTES BILHETE ÚNICO ESTUDANTE

(D) ","PASSAGEIROS PAGANTES BILHETE ÚNICO ESTUDANTE MENSAL

(E) ","PASSAGEIROS PAGANTES BILHETE ÚNICO VALE TRANSPORTE

(F)","PASSAGEIROS PAGANTES BILHETE ÚNICO VALE TRANSPORTE MENSAL

(G)","PASSAGEIROS PAGANTES INTEGRAÇÕES METRÔ E CPTM

(H)","PASSAGEIROS PAGANTES INTEGRAÇÕES METRÔ E CPTM MENSAL

(I)","PASSAGEIROS PAGANTES

(J) = (A+B+C+D+E+F+G+H+I)","PASSAGEIROS INTEGRAÇÕES ÔNIBUS -> ÔNIBUS

(K)","PASSAGEIROS COM GRATUIDADE

(L)","PASSAGEIROS COM GRATUIDADE ESTUDANTE

(M)","TOTAL PASSAGEIROS TRANSPORTADOS

(N) = (J + K + L + M)"
924,2015-12-31,PERMISSAO,AREA 4,ALLIBUS,372U10 - VILA SANTA ISABEL/METRO TATUAP,498,1208,134,48,16,1177,21,720,33,3860,2187,1026,91,7164
925,2015-12-31,PERMISSAO,AREA 4,ALLIBUS,372510 - METRO V MATILDE/VILA DALILA,401,649,83,19,7,526,5,345,14,2050,925,1155,60,4190
926,2015-12-31,PERMISSAO,AREA 4,ALLIBUS,372541 - METRO VL MATILDE/VL ARICANDUVA,220,346,45,23,3,302,10,216,16,1183,542,665,40,2430
927,2015-12-31,PERMISSAO,AREA 4,ALLIBUS,372910 - SHOP ARICANDUVA/METRO CARRAO,689,1254,167,42,5,1257,73,204,29,3720,2821,1194,135,7870
928,2015-12-31,PERMISSAO,AREA 4,ALLIBUS,373110 - SHOP ARICANDUVA/METRO V MATILD,500,695,113,20,4,561,16,251,13,2175,1132,697,71,4075
929,2015-12-31,PERMISSAO,AREA 4,ALLIBUS,373410 - CIDADE LIDER/METRO A ALVIM,546,1135,165,55,6,1119,7,596,71,3704,1346,1413,125,6588
930,2015-12-31,PERMISSAO,AREA 4,ALLIBUS,373710 - SHOP ARICANDUVA/METR GUILHERM ,604,1172,103,39,8,1033,14,591,23,3589,1490,1263,116,6458
931,2015-12-31,PERMISSAO,AREA 4,ALLIBUS,373731 - M.GUILHERMINA/M.PATRIARCA CIRC,56,116,14,7,0,98,0,142,5,438,149,246,26,859
932,2015-12-31,PERMISSAO,AREA 4,ALLIBUS,374V10 - VILA VERDE / METRO ITAQUERA,343,581,44,17,1,669,11,407,22,2096,794,562,74,3526
933,2015-12-31,PERMISSAO,AREA 4,ALLIBUS,374510 - JD IMPERADOR/TATUAPE,563,777,73,33,1,639,21,186,11,2305,774,788,72,3939
934,2015-12-31,PERMISSAO,AREA 4,ALLIBUS,376210 - JD IVA/METRO TATUAPE,613,1084,138,40,5,860,34,343,28,3145,1490,1367,101,6103
935,2015-12-31,PERMISSAO,AREA 4,ALLIBUS,376310 - TERM VL CARRAO/METRO TATUAPE,657,1482,173,53,8,1172,44,566,52,4207,2416,1837,143,8603
936,2015-12-31,PERMISSAO,AREA 4,ALLIBUS,377810 - JD STA TEREZINHA/METRO CARRAO,581,1101,108,50,3,831,28,332,19,3056,1376,1028,94,5554
937,2015-12-31,PERMISSAO,AREA 4,ALLIBUS,379110 - SHOP ARICANDUVA/METRO A ALVIM,509,790,100,35,1,669,18,232,23,2377,1630,1119,100,5226
938,2015-12-31,PERMISSAO,AREA 4,ALLIBUS,420810 - SHOP C L ARICANDUVA/P J MENDES,36,70,8,3,0,64,4,13,0,198,153,67,7,425
939,2015-12-31,PERMISSAO,AREA 4,ALLIBUS,472410 - METRO PATRIARCA/VILA NHOCUNE,55,85,14,6,0,88,1,96,2,350,160,256,11,777
940,2015-12-31,PERMISSAO,AREA 4,PESSEGO,N43811 - M ITAQUERA/HOSP STA MARCELINA,3,21,2,1,0,20,0,6,1,54,27,8,0,89
941,2015-12-31,PERMISSAO,AREA 4,PESSEGO,N44011 - TERM V CARRAO/SAVOY DALILA,2,1,1,0,0,1,0,0,0,5,10,3,0,18
942,2015-12-31,PERMISSAO,AREA 4,PESSEGO,301310 - TERM CIDADE TIRADEN/METALURGIC,38,143,4,4,0,115,3,0,7,314,265,251,18,848
943,2015-12-31,PERMISSAO,AREA 4,PESSEGO,301910 - TERM CIDADE TIRADENTES/VILA PA,22,135,10,2,0,154,6,0,3,332,292,190,25,839
944,2015-12-31,PERMISSAO,AREA 4,PESSEGO,302010 - CONJ JOSE BONIFACIO/SHOP ARICA,260,401,43,17,4,347,10,3,5,1092,577,536,42,2247
945,2015-12-31,PERMISSAO,AREA 4,PESSEGO,302031 - C.J. BONIFACIO/SHOP.ARICANDUVA,429,584,58,17,2,506,15,8,7,1628,870,725,66,3289
946,2015-12-31,PERMISSAO,AREA 4,PESSEGO,302510 - JD WILMA FLOR/EST GUAIANAZES C,345,487,54,4,1,494,30,346,18,1779,727,578,71,3155
947,2015-12-31,PERMISSAO,AREA 4,PESSEGO,302710 - VILA MINERVA/SHOP ARICANDUVA,433,728,59,28,2,685,31,71,15,2054,1059,877,85,4075
948,2015-12-31,PERMISSAO,AREA 4,PESSEGO,303110 - J ALTO PAULISTAN/METRO ITAQUER,436,859,60,26,6,790,26,396,15,2617,814,506,91,4028
949,2015-12-31,PERMISSAO,AREA 4,PESSEGO,305410 - JD PALANQUE/JD TIETE,720,1213,95,16,0,875,61,0,27,3009,1604,1195,109,5917
950,2015-12-31,PERMISSAO,AREA 4,PESSEGO,342C10 - JD MARILIA/PENHA,403,384,19,9,0,289,5,3,10,1122,300,568,40,2030
951,2015-12-31,PERMISSAO,AREA 4,PESSEGO,342N10 - COHAB JUSC.KUBISC/PENHA,173,566,46,16,3,489,20,40,14,1367,593,687,62,2709
952,2015-12-31,PERMISSAO,AREA 4,PESSEGO,371210 - JD SAO JOAO/METRO ITAQUERA,280,525,61,34,1,613,18,307,23,1863,632,772,53,3320
953,2015-12-31,PERMISSAO,AREA 4,PESSEGO,371241 - JD SAO PEDRO/METRO ITAQUERA,83,272,37,12,0,304,7,131,6,853,254,392,32,1531
954,2015-12-31,PERMISSAO,AREA 4,PESSEGO,371810 - METRO A ALVIN/NOVA AMERICA,158,469,93,26,4,505,8,331,18,1617,650,854,77,3198
955,2015-12-31,PERMISSAO,AREA 4,PESSEGO,372110 - JD MARILIA/METRO A ALVIM,424,768,115,33,4,783,13,335,27,2503,1086,1000,83,4672
956,2015-12-31,PERMISSAO,AREA 4,PESSEGO,372141 - JD MARILIA/METRO ARTHUR ALVIM,697,1537,207,40,6,1517,39,515,45,4604,3118,1307,172,9201
957,2015-12-31,PERMISSAO,AREA 4,PESSEGO,372210 - COHAB J BONIFACIO/METRO PENHA,145,303,29,11,1,231,4,15,2,741,347,343,26,1457
958,2015-12-31,PERMISSAO,AREA 4,PESSEGO,372810 - METRO A ALVIN/PQ SAVOY CITY,400,1008,62,43,0,851,8,522,42,2937,1090,909,97,5033
959,2015-12-31,PERMISSAO,AREA 4,PESSEGO,372841 - METR ARTUR ALVIM/PQ NOVA SAVOY,36,74,6,4,0,81,2,55,2,260,98,92,7,457
960,2015-12-31,PERMISSAO,AREA 4,PESSEGO,373L10 - JD LIMOEIRO/METRO ITAQUERA,316,794,57,20,0,614,22,203,20,2046,891,475,66,3478
961,2015-12-31,PERMISSAO,AREA 4,PESSEGO,373210 - COHAB JOSE BONIFACIO/METRO ITA,319,751,101,37,8,877,15,665,51,2831,1073,1216,116,5236
962,2015-12-31,PERMISSAO,AREA 4,PESSEGO,373510 - METRO A ALVIN/JD SAO JOAO CIRC,265,446,52,19,3,402,7,317,16,1527,729,659,56,2971
963,2015-12-31,PERMISSAO,AREA 4,PESSEGO,373521 - METRO ARTUR ALVIM/JD S JOAO,52,125,15,2,0,138,4,41,2,380,116,101,5,602
964,2015-12-31,PERMISSAO,AREA 4,PESSEGO,373541 - JD SÃO JOSE/METRO ARTUR ALVIM,72,103,10,3,1,131,1,86,3,410,121,106,23,660
965,2015-12-31,PERMISSAO,AREA 4,PESSEGO,373610 - JD N S P CARMO/METRO A ALVIM,635,1154,127,50,7,907,16,668,22,3588,1033,904,115,5640
966,2015-12-31,PERMISSAO,AREA 4,PESSEGO,373810 - COHAB JUSCELINO/METRO ITAQUERA,434,1386,145,44,7,1239,63,559,42,3921,1559,1516,135,7131
967,2015-12-31,PERMISSAO,AREA 4,PESSEGO,373821 - COHAB JUSCELINO/METRO ITAQUERA,0,13,3,1,0,17,0,4,1,39,15,14,1,69
968,2015-12-31,PERMISSAO,AREA 4,PESSEGO,373910 - RECANTO VERDE SOL/METRO ITAQUE,671,1720,136,31,6,1330,55,471,50,4475,2066,986,143,7670
969,2015-12-31,PERMISSAO,AREA 4,PESSEGO,373931 - SAO TEODORO/METRO ITAQUERA,10,41,6,1,0,45,0,0,2,105,14,30,1,150
970,2015-12-31,PERMISSAO,AREA 4,PESSEGO,374110 - EST DOM BOSCO/METRO ITAQUERA,566,1078,130,58,4,984,25,728,25,3603,1540,1265,166,6574
971,2015-12-31,PERMISSAO,AREA 4,PESSEGO,374210 - JD DAS LARANJEIRAS/M ITAQUERA,383,669,74,25,0,696,41,406,37,2331,1333,653,86,4403
972,2015-12-31,PERMISSAO,AREA 4,PESSEGO,374310 - SAO MATEUS/METRO ITAQUERA,570,800,79,14,0,584,48,189,5,2293,1526,652,86,4557
973,2015-12-31,PERMISSAO,AREA 4,PESSEGO,375110 - COHAB PRESTES MAIA/METR ITAQUE,341,995,94,25,7,991,58,420,20,2951,1144,920,133,5148
974,2015-12-31,PERMISSAO,AREA 4,PESSEGO,376110 - 3A DIVISAO/METRO CARRAO,656,1312,114,30,5,1116,61,375,21,3690,1846,795,105,6436
975,2015-12-31,PERMISSAO,AREA 4,PESSEGO,376610 - COHAB II/METRO ITAQUERA,386,675,81,32,2,769,16,325,20,2307,886,1318,97,4608
976,2015-12-31,PERMISSAO,AREA 4,PESSEGO,377310 - RES SANTA BARBARA/METRO CARRAO,509,908,113,31,1,853,36,477,29,2958,1236,830,95,5119
977,2015-12-31,PERMISSAO,AREA 4,PESSEGO,378510 - COHAB BARRO BRANCO/METRO ITAQU,493,1354,130,38,2,1211,47,378,33,3688,1561,1030,129,6408
978,2015-12-31,PERMISSAO,AREA 4,PESSEGO,378710 - CID.TIRADENTES/METRO ITAQUERA,445,1150,110,25,3,1093,42,412,39,3319,1535,1076,138,6068
979,2015-12-31,PERMISSAO,AREA 4,PESSEGO,378910 - CIDADE TIRADENTES/METRO ITAQUE,852,2061,183,45,2,1764,74,515,55,5552,2494,1813,178,10037
980,2015-12-31,PERMISSAO,AREA 4,PESSEGO,379610 - GLEBA DO PESSEGO/METRO ITAQUER,292,708,44,24,0,665,16,338,18,2109,845,458,60,3472
981,2015-12-31,PERMISSAO,AREA 4,PESSEGO,408610 - CID TIRADENTES/TERM CID TIRADE,48,221,27,3,0,176,1,0,8,484,446,323,27,1280
982,2015-12-31,PERMISSAO,AREA 4,PESSEGO,409210 - SETOR IIB/TERM CID TIRADENTES,92,439,55,11,5,389,24,0,6,1021,575,427,45,2068
983,2015-12-31,PERMISSAO,AREA 5,IMPERIAL,213C10 - ITAIM PAULISTA/VILA CALIFORNIA,833,1055,94,27,1,913,94,18,23,3058,1871,1253,101,6283
984,2015-12-31,PERMISSAO,AREA 5,IMPERIAL,213C31 - ITAIM PAULISTA/VILA CALIFORNIA,542,711,78,18,2,625,51,12,7,2047,1147,776,62,4032
985,2015-12-31,PERMISSAO,AREA 5,IMPERIAL,259010 - UNIAO DE VILA NOVA/PQ D PEDRO ,1531,2278,152,21,3,2032,96,335,34,6482,2115,906,164,9667
986,2015-12-31,PERMISSAO,AREA 5,IMPERIAL,259021 - UNIAO DE V NOVA/PQ D PEDRO II ,7,10,0,1,0,29,0,1,0,48,5,1,0,54
987,2015-12-31,PERMISSAO,AREA 5,IMPERIAL,316110 - JD COLORADO/TERM P D PEDRO II,224,282,32,4,1,196,1,12,4,757,384,345,26,1512
988,2015-12-31,PERMISSAO,AREA 5,IMPERIAL,476G10 - JARDIM ELBA/IBIRAPUERA,778,1487,116,25,1,1243,43,47,20,3760,1473,1217,93,6543
989,2015-12-31,PERMISSAO,AREA 5,IMPERIAL,476G41 - VILA INDUSTRIAL/METRO ANA ROSA,369,747,90,20,4,672,32,224,22,2181,865,528,59,3633
990,2015-12-31,PERMISSAO,AREA 5,IMPERIAL,573A10 - METRO BRESSER/VILA ALPINA,587,909,76,36,2,740,16,509,16,2893,1427,992,77,5389
991,2015-12-31,PERMISSAO,AREA 5,IMPERIAL,574C10 - TERM.SAO MATEUS/DIV.S.CAETANO,375,590,71,4,0,413,77,5,21,1557,1034,672,44,3307
992,2015-12-31,PERMISSAO,AREA 5,IMPERIAL,574R10 - TERM.SAPOPEMBA/METRO BELEM,747,1358,181,35,9,914,40,371,23,3681,1872,1503,133,7189
993,2015-12-31,PERMISSAO,AREA 5,IMPERIAL,575A10 - DIV.S.CAETANO/SHOP MET.TATUAPE,244,474,50,10,2,324,9,152,4,1269,578,604,49,2500
994,2015-12-31,PERMISSAO,AREA 5,MOVE-SP,N53411 - TERM SACOMA/VILA ARAPUA,14,15,4,0,1,13,0,8,1,56,40,8,7,111
995,2015-12-31,PERMISSAO,AREA 5,MOVE-SP,N53611 - TERM SACOMA/JARDIM ITAPOLIS,2,9,2,0,0,5,1,3,1,23,9,2,2,36
996,2015-12-31,PERMISSAO,AREA 5,MOVE-SP,N53911 - TERM SACOMA/HOSP HELIOPOLIS,6,6,0,0,0,5,0,9,2,28,55,4,1,88
997,2015-12-31,PERMISSAO,AREA 5,MOVE-SP,309810 - JD SAO FRANCISCO/SHOP ARICANDU,768,1405,116,17,6,1200,67,3,11,3594,2020,1123,162,6899
998,2015-12-31,PERMISSAO,AREA 5,MOVE-SP,309910 - NOVE DE JULHO/JD DA CONQUISTA,1067,1301,120,23,4,1174,67,3,28,3787,2062,1345,174,7368
999,2015-12-31,PERMISSAO,AREA 5,MOVE-SP,311210 - VILA INDUSTRIAL/METRO BELEM,668,968,106,30,3,801,9,109,20,2714,1219,1174,78,5185
1000,2015-12-31,PERMISSAO,AREA 5,MOVE-SP,364A10 - IPIRANGA/SHOP ARICANDUVA,870,1379,130,40,5,1324,124,173,33,4078,2002,1117,120,7317
1001,2015-12-31,PERMISSAO,AREA 5,MOVE-SP,373T10 - JD ITAPOLIS/METRO BRESSER,558,1340,136,41,2,1051,36,347,24,3535,1472,1124,115,6246
1002,2015-12-31,PERMISSAO,AREA 5,MOVE-SP,402510 - VILA CALIFORNIA/METRO TATUAPE,535,588,46,26,1,529,12,254,20,2013,818,817,58,3706
1003,2015-12-31,PERMISSAO,AREA 5,MOVE-SP,402710 - HOSP SAO MATEUS/JD SANTO ANDRE,1314,2072,179,29,4,1638,114,11,34,5403,2975,1334,228,9940
1004,2015-12-31,PERMISSAO,AREA 5,MOVE-SP,402741 - PQ DAS FLORES/SAO MATEUS,58,132,10,0,1,146,8,0,1,357,102,97,16,572
1005,2015-12-31,PERMISSAO,AREA 5,MOVE-SP,402810 - HOSP SAO MATEUS/PQ DAS FLORES,393,533,53,6,0,526,31,2,8,1552,709,415,66,2742
1006,2015-12-31,PERMISSAO,AREA 5,MOVE-SP,402910 - SAO MATEUS/VLA PRUDENTE,1117,1633,183,32,7,1250,134,145,31,4536,3414,1754,151,9855
1007,2015-12-31,PERMISSAO,AREA 5,MOVE-SP,403010 - FAZENDA DA JUTA/SHOP ARICANDUV,1069,1162,101,25,3,1117,55,0,12,3544,1756,1124,160,6584
1008,2015-12-31,PERMISSAO,AREA 5,MOVE-SP,403110 - PQ STA MADALENA/CENTRAL PLAZ S,832,1023,103,36,8,1066,40,269,20,3401,1310,1469,95,6275
1009,2015-12-31,PERMISSAO,AREA 5,MOVE-SP,403210 - VILA DAS MERCES/OBJETIVO UNIP,236,385,43,13,1,357,8,89,10,1144,357,482,34,2017
1010,2015-12-31,PERMISSAO,AREA 5,MOVE-SP,403310 - JD GUAIRACA/NOVA CONQUISTA,1025,1280,120,22,4,1103,123,1,6,3684,1853,1362,162,7061
1011,2015-12-31,PERMISSAO,AREA 5,MOVE-SP,414P10 - VILA INDUSTRIAL/PENHA,547,720,82,27,3,530,15,18,7,1950,1132,932,55,4069
1012,2015-12-31,PERMISSAO,AREA 5,MOVE-SP,471610 - SACOMA/METRO SANTA CRUZ,467,1007,75,19,3,665,20,147,19,2423,981,616,52,4072
1013,2015-12-31,PERMISSAO,AREA 5,MOVE-SP,472610 - MOOCA / METRO TATUAPE,189,455,35,16,0,346,1,229,6,1277,682,342,32,2333
1014,2015-12-31,PERMISSAO,AREA 5,MOVE-SP,472631 - MOOCA/METRO TATUAPE,39,74,4,3,0,50,0,45,1,216,111,34,1,362
1015,2015-12-31,PERMISSAO,AREA 5,MOVE-SP,472910 - PQ BANCARIO/METRO BELEM,528,742,65,23,1,506,24,158,16,2066,758,980,88,3892
1016,2015-12-31,PERMISSAO,AREA 5,MOVE-SP,473410 - VILA MORAES/METRO SAUDE,1054,1490,150,61,3,1417,34,635,58,4902,1607,1134,198,7841
1017,2015-12-31,PERMISSAO,AREA 5,MOVE-SP,473510 - SAO MATEUS/METRO CARRAO,293,426,36,12,2,418,13,249,8,1458,727,307,55,2547
1018,2015-12-31,PERMISSAO,AREA 5,MOVE-SP,502010 - HOSP HELIOP/TERM SACOMA,518,1136,58,17,0,1021,31,218,27,3026,1442,592,117,5177
1019,2015-12-31,PERMISSAO,AREA 5,MOVE-SP,503110 - VILA ARAPUA/TERM SACOMA,1587,2946,177,62,11,2373,52,724,65,7997,3168,1411,204,12780
1020,2015-12-31,PERMISSAO,AREA 5,MOVE-SP,503210 - VILA ARAPUA/TERM SACOMA,541,577,36,10,3,463,15,101,12,1758,519,516,64,2857
1021,2015-12-31,PERMISSAO,AREA 5,MOVE-SP,503510 - VILA ARAPUA/TERM SACOMA,157,401,34,5,0,267,9,165,7,1045,459,283,40,1827
1022,2015-12-31,PERMISSAO,AREA 5,MOVE-SP,514T10 - TERM SACOMA/JD ITAPOLIS,579,1017,112,30,2,1033,48,165,23,3009,1908,1011,128,6056
1023,2015-12-31,PERMISSAO,AREA 5,MOVE-SP,524L10 - PQ SAO LUCAS/TATUAPE,254,462,34,14,1,427,8,89,6,1297,448,347,47,2139
1024,2015-12-31,PERMISSAO,AREA 5,MOVE-SP,524M10 - MASC.MORAES/SHOP.ARICANDUVA,936,2226,192,33,5,1780,92,0,19,5283,3000,2002,193,10478
1025,2015-12-31,PERMISSAO,AREA 5,MOVE-SP,573H10 - HOSP.SAPOPEMBA/METRO BRESSER,972,1520,155,39,8,1171,55,254,25,4202,1702,1256,126,7286
1026,2015-12-31,PERMISSAO,AREA 5,MOVE-SP,573T10 - TERM.SAPOPEMBA/METRO CARRAO,876,1734,149,44,1,1395,55,347,39,4640,2142,1454,154,8390
1027,2015-12-31,PERMISSAO,AREA 5,MOVE-SP,574W10 - JD. WALKIRIA/METRO BELEM,791,1154,100,27,7,998,31,314,20,3445,1244,1064,96,5849
1028,2015-12-31,PERMISSAO,AREA 6,A2 TRANPORTES,N63711 - METRO JABAQUARA/JARDIM MIRIAM,4,19,4,1,0,22,0,4,0,54,32,9,2,97
1029,2015-12-31,PERMISSAO,AREA 6,A2 TRANPORTES,N64011 - TERM SANTO AMARO/ELDORADO,17,34,2,0,1,22,4,4,0,84,63,8,2,157
1030,2015-12-31,PERMISSAO,AREA 6,A2 TRANPORTES,501010 - CIDADE VARGAS/SANTO AMARO,724,1025,101,16,7,840,46,165,23,2949,1235,803,87,5074
1031,2015-12-31,PERMISSAO,AREA 6,A2 TRANPORTES,501110 - ELDORADO/SANTO AMARO,1095,1254,153,26,1,999,50,25,7,3611,1698,1059,103,6471
1032,2015-12-31,PERMISSAO,AREA 6,A2 TRANPORTES,501210 - JD GUACURI/JABAQUARA,1270,1566,101,20,0,1583,51,551,32,5174,1493,917,150,7734
1033,2015-12-31,PERMISSAO,AREA 6,A2 TRANPORTES,501310 - JD LUSO/SANTO AMARO,1895,2532,272,49,5,2481,98,95,40,7470,4057,1865,264,13656
1034,2015-12-31,PERMISSAO,AREA 6,A2 TRANPORTES,501331 - JD MIRIAM/SANTO AMARO,2,0,0,0,0,0,0,0,0,2,5,2,0,9
1035,2015-12-31,PERMISSAO,AREA 6,A2 TRANPORTES,501510 - JD SAO JORGE/JABAQUARA,1080,1401,174,35,0,1209,62,435,31,4428,1344,825,115,6712
1036,2015-12-31,PERMISSAO,AREA 6,A2 TRANPORTES,501810 - SHOP. INTERLAGOS - JABAQUARA,676,914,108,26,3,992,40,314,16,3092,1174,860,107,5233
1037,2015-12-31,PERMISSAO,AREA 6,A2 TRANPORTES,501831 - SHOPPING INTERLAGOS/JABAQUARA,402,533,72,20,3,580,36,206,11,1863,778,445,78,3164
1038,2015-12-31,PERMISSAO,AREA 6,A2 TRANPORTES,502210 - VILA STA MARGARIDA/JABAQUARA,670,966,85,28,1,891,32,450,18,3141,887,877,86,4991
1039,2015-12-31,PERMISSAO,AREA 6,A2 TRANPORTES,502410 - VILA MISSIONARIA/SANTO AMARO,539,976,99,21,2,872,38,32,18,2597,1313,984,92,4986
1040,2015-12-31,PERMISSAO,AREA 6,A2 TRANPORTES,502431 - VILA MISSIONARIA/SANTO AMARO,439,811,96,20,4,670,34,20,7,2101,1024,800,71,3996
1041,2015-12-31,PERMISSAO,AREA 6,A2 TRANPORTES,512310 - JD MIRIAM/HOSP SAO PAULO,733,1270,161,33,4,1174,98,284,23,3782,2186,810,94,6872
1042,2015-12-31,PERMISSAO,AREA 6,A2 TRANPORTES,512710 - VILA GUACURI/RIO PEQUENO,333,496,67,10,1,650,16,246,17,1838,775,429,64,3106
1043,2015-12-31,PERMISSAO,AREA 6,A2 TRANPORTES,512810 - JD APURA/SHOP MORUMBI,900,1041,102,19,0,1130,51,292,22,3558,1262,725,112,5657
1044,2015-12-31,PERMISSAO,AREA 6,A2 TRANPORTES,517J10 - JD SELMA/PINHEIROS,462,855,113,16,4,1140,47,31,22,2690,1244,535,57,4526
1045,2015-12-31,PERMISSAO,AREA 6,A2 TRANPORTES,527R10 - VILA IMPERIO/REAL PARQUE,535,900,157,31,0,803,44,39,12,2522,1545,995,94,5156
1046,2015-12-31,PERMISSAO,AREA 6,A2 TRANPORTES,546A10 - JD APURA/SANTO AMARO,532,926,117,35,1,733,31,20,13,2408,1358,903,112,4781
1047,2015-12-31,PERMISSAO,AREA 6,A2 TRANPORTES,546A31 - JD APURA/SANTO AMARO,343,795,87,23,3,625,31,9,4,1920,1079,735,68,3802
1048,2015-12-31,PERMISSAO,AREA 6,A2 TRANPORTES,546J10 - JD SELMA/STO AMARO,645,1071,148,27,4,1063,49,23,14,3044,1805,933,131,5913
1049,2015-12-31,PERMISSAO,AREA 6,A2 TRANPORTES,546J31 - JD SELMA/SANTO AMARO,470,753,95,20,4,831,45,22,18,2258,1288,771,92,4409
1050,2015-12-31,PERMISSAO,AREA 6,A2 TRANPORTES,546T10 - VILA GUACURI/TERM STO AMARO,1313,2222,397,73,2,1807,105,92,18,6031,3793,1915,201,11940
1051,2015-12-31,PERMISSAO,AREA 6,A2 TRANPORTES,570110 - VILA SANTA CATARINA/METRO CONC,402,659,60,34,3,585,24,253,13,2036,979,585,70,3670
1052,2015-12-31,PERMISSAO,AREA 6,A2 TRANPORTES,570210 - CIDADE JULIA/METRO JABAQUARA,918,1219,109,24,4,1344,33,659,37,4348,1566,782,146,6842
1053,2015-12-31,PERMISSAO,AREA 6,A2 TRANPORTES,575210 - V. MISSIONARIA/METRO CONCEICAO,834,1167,116,26,3,1149,55,781,35,4169,1562,1147,100,6978
1054,2015-12-31,PERMISSAO,AREA 6,A2 TRANPORTES,575710 - JD. MIRIAM/METRO CONCEICAO,1175,1565,131,34,4,1670,98,472,41,5190,1771,1259,169,8389
1055,2015-12-31,PERMISSAO,AREA 6,A2 TRANPORTES,575751 - PEDREIRA/METRO CONCEIÇAO,804,1102,139,35,6,1133,123,398,67,3808,1875,1252,153,7088
1056,2015-12-31,PERMISSAO,AREA 6,A2 TRANPORTES,575910 - PQ PRIMAVERA/METRO CONCEICAO,489,753,58,19,0,762,41,232,21,2375,914,748,97,4134
1057,2015-12-31,PERMISSAO,AREA 6,A2 TRANPORTES,575931 - PQ PRIMAVERA/METRO CONCEICAO,857,1023,100,22,0,958,56,296,16,3329,1293,1123,102,5847
1058,2015-12-31,PERMISSAO,AREA 6,A2 TRANPORTES,607A10 - JD APURA/SOCORRO,338,831,145,34,6,751,39,74,14,2232,1576,819,99,4726
1059,2015-12-31,PERMISSAO,AREA 6,A2 TRANPORTES,607A21 - JD APURA/ESTAÇAO JURUBATUBA,16,60,7,2,0,82,1,28,4,200,66,31,5,302
1060,2015-12-31,PERMISSAO,AREA 6,A2 TRANPORTES,627J10 - JD MIRIAM/METRO SAO JUDAS,464,690,65,21,0,715,27,253,15,2251,848,524,89,3712
1061,2015-12-31,PERMISSAO,AREA 6,TRANSWOLFF,N63511 - TERM GRAJAU/JARDIM GAIVOTAS,32,48,15,2,0,57,3,41,3,201,247,17,6,471
1062,2015-12-31,PERMISSAO,AREA 6,TRANSWOLFF,N63611 - TERM GRAJAU/JARDIM NORONHA,1,38,7,0,0,44,2,10,2,104,70,12,2,188
1063,2015-12-31,PERMISSAO,AREA 6,TRANSWOLFF,N63811 - TERM GRAJAU/UNISA,18,80,13,1,0,78,2,2,0,194,129,94,12,429
1064,2015-12-31,PERMISSAO,AREA 6,TRANSWOLFF,N63911 - TERM GRAJAU/VARGEM GRANDE,21,63,9,2,0,78,0,22,2,197,125,19,0,341
1065,2015-12-31,PERMISSAO,AREA 6,TRANSWOLFF,RNOT11 - RESERVA NOTRNA,32,126,16,4,1,69,3,42,4,297,180,59,13,549
1066,2015-12-31,PERMISSAO,AREA 6,TRANSWOLFF,6L0110 - MARSILAC/TERM VARGINHA,407,864,62,8,0,447,26,3,24,1841,1093,473,89,3496
1067,2015-12-31,PERMISSAO,AREA 6,TRANSWOLFF,6L0122 - VILA PROGRESSO/TERM VARGINHA,58,129,16,1,1,84,4,0,9,302,196,77,18,593
1068,2015-12-31,PERMISSAO,AREA 6,TRANSWOLFF,6L0210 - EUCALIPTOS/TERM PARELHEIROS,48,85,3,1,0,45,0,0,2,184,89,71,8,352
1069,2015-12-31,PERMISSAO,AREA 6,TRANSWOLFF,6L0310 - CIPO MEIO / TERM PARELHEIROS,69,185,7,2,0,103,5,1,4,376,199,96,14,685
1070,2015-12-31,PERMISSAO,AREA 6,TRANSWOLFF,6L0410 - JD ORIENTAL/TERM PARELHEIROS,187,606,47,11,3,352,26,0,6,1238,726,353,84,2401
1071,2015-12-31,PERMISSAO,AREA 6,TRANSWOLFF,6L0441 - JD FONTES/TERM PARELH,3,31,3,0,0,30,2,0,0,69,19,9,2,99
1072,2015-12-31,PERMISSAO,AREA 6,TRANSWOLFF,6L0442 - JD ORIENTAL/TERM PARELH,5,71,6,0,0,50,4,0,0,136,17,27,4,184
1073,2015-12-31,PERMISSAO,AREA 6,TRANSWOLFF,6L0510 - BARRAGEM/TERM PARELHEIROS,403,1275,94,9,0,605,76,2,38,2503,1172,613,76,4364
1074,2015-12-31,PERMISSAO,AREA 6,TRANSWOLFF,6L0710 - JD SANTA FE/TERM VARGINHA,52,140,14,0,1,97,6,0,1,311,215,80,27,633
1075,2015-12-31,PERMISSAO,AREA 6,TRANSWOLFF,6L0810 - PAPAI NOEL/TERM PARELHEIROS,68,222,15,3,0,127,6,0,1,442,227,157,24,850
